<<<<<<< HEAD
,Residencial_KWh,Industrial_KWh,Comercial_KWh,Total_Demanda_KWh,Solar_KWh,Eolica_KWh,Temperatura,Dia_da_Semana,Fim_de_Semana
2024-01-02 07:00:00,122.48116259040229,148.96773924854685,12.970826406441136,284.4197282453903,481.9922219733108,216.34657611934767,14.388493172413693,1,False
2024-01-02 08:00:00,105.494429189462,203.86517348937167,147.96529878208693,457.3249014609206,881.0374304894727,165.62101918664584,0.38849317241369263,1,False
2024-01-02 09:00:00,111.57347154467618,101.85963139867532,206.49144933879438,419.9245522821459,967.7881991382272,8.460625753062445,14.388493172413693,1,False
2024-01-02 10:00:00,108.57645623397896,11.737634780255458,189.43042933057427,309.7445203448087,807.2966608482169,93.93363361284251,22.388493172413693,1,False
2024-01-02 11:00:00,101.60165634416339,0.0,227.70195580691845,299.9351027855107,549.2657367307227,149.97195168384073,14.388493172413693,1,False
2024-01-02 12:00:00,75.26033674435965,0.0,219.25707951725184,270.0242411030754,92.58607296797122,78.65980225943171,5.388493172413693,1,False
2024-01-02 13:00:00,59.330934567346546,57.79776232793986,276.5542282233714,393.6829251186578,0.0,85.8997257424979,-3.6115068275863074,1,False
2024-01-02 14:00:00,40.98394493645844,44.37411026519386,255.70136757770254,341.05942277935486,0.0,0.0,7.388493172413693,1,False
2024-01-02 15:00:00,33.81598832891507,50.99092894469675,279.23161616410727,364.0385334377191,0.0,71.82192797519295,-4.611506827586307,1,False
2024-01-02 16:00:00,42.615133375105486,54.2248466333035,222.71632735871924,319.5563073671282,0.0,146.2395708966332,-3.6115068275863074,1,False
2024-01-02 17:00:00,7.63111202392917,155.96695667079118,224.93436831837684,388.5324370130972,0.0,143.9680716625719,-0.6115068275863074,1,False
2024-01-02 18:00:00,15.381973588090265,273.02809245256327,0.0,249.13128708792664,0.0,131.21346249865144,11.388493172413693,1,False
2024-01-02 19:00:00,32.06818786433953,378.0103969482172,0.0,406.7841995962452,73.37551343620848,0.0,8.388493172413693,1,False
2024-01-02 20:00:00,27.440815747199416,402.0750705545533,0.0,421.7979226703435,36.561222406833124,4.576545158912744,2.3884931724136926,1,False
2024-01-02 21:00:00,35.65794891496707,384.1332935314454,0.0,401.9483334559303,19.020379670261207,0.0,17.388493172413693,1,False
2024-01-02 22:00:00,49.12986036857446,485.64079296281636,22.248521349706145,557.019174681097,39.064114288643445,35.830259636174105,20.388493172413693,1,False
2024-01-02 23:00:00,65.3713784073333,498.09894752545097,39.23019635152697,602.7005222843112,9.857904010036977,129.27428833930736,15.388493172413693,1,False
2024-01-03 00:00:00,80.47937268927551,503.59655983038397,13.135112811263589,597.2110453309231,41.253261987424395,129.1400682467457,22.449041172227393,2,False
2024-01-03 01:00:00,101.40294207452051,500.6672480062799,12.517896559068355,614.5880866398688,23.307457040307423,287.3217467418965,0.4490411722273926,2,False
2024-01-03 02:00:00,100.55542674029769,485.16236888668504,3.71985641981753,589.4376520468003,0.0,359.31124357098537,-0.5509588277726074,2,False
2024-01-03 03:00:00,88.30494296739433,396.3953392170442,0.0,468.12540596745623,99.10626842989934,0.0,10.449041172227393,2,False
2024-01-03 04:00:00,111.48050387829647,425.40086095416916,0.0,508.4378357919022,0.0,190.32629079544924,21.449041172227393,2,False
2024-01-03 05:00:00,137.29081289916573,376.8182624484511,0.0,477.8851853492113,65.38629742215741,294.0306214826895,-4.550958827772607,2,False
2024-01-03 06:00:00,131.28566498765693,180.62442480683683,38.44615183472349,350.3562416292172,96.93266433293175,88.32911675580212,1.4490411722273926,2,False
2024-01-03 07:00:00,116.20014156541308,112.86336478520471,0.0,223.91029928836883,434.9333350998053,0.0,-0.5509588277726074,2,False
2024-01-03 08:00:00,107.1246940551904,188.0919447752984,130.44695508936107,425.66359391984986,811.4202340605686,204.0535913261876,23.449041172227393,2,False
2024-01-03 09:00:00,118.61060204044729,79.53416901064183,170.89896082530055,369.04373187638964,1023.8323934442354,84.68933615957664,15.449041172227393,2,False
2024-01-03 10:00:00,93.74733287583896,6.14458216899564,150.8640288129431,250.7559438577777,953.345262740447,313.6397272279056,-4.550958827772607,2,False
2024-01-03 11:00:00,93.07412776349734,108.751262114431,229.2286090094437,431.053998887372,571.059439468481,99.65908774515566,12.449041172227393,2,False
2024-01-03 12:00:00,77.82344905919966,0.0,258.20502942412594,335.91217934872003,0.0,0.0,19.449041172227393,2,False
2024-01-03 13:00:00,69.7108881159109,55.572726143542376,231.48674496444625,356.7703592238995,0.0,208.6760976378809,17.449041172227393,2,False
2024-01-03 14:00:00,50.071382626974035,27.350165889383494,251.28932147059547,328.710869986953,0.0,0.0,20.449041172227393,2,False
2024-01-03 15:00:00,38.19847216708691,88.19453213578257,243.1415787282126,369.5345830310821,0.0,28.307914596425363,19.449041172227393,2,False
2024-01-03 16:00:00,42.27805121031322,43.550054050626656,206.26706849084167,292.09517375178154,0.0,47.201423837487155,9.449041172227393,2,False
2024-01-03 17:00:00,26.336795515543265,260.69558151575046,209.66255216111554,496.6949291924093,0.0,27.517651294898535,8.449041172227393,2,False
2024-01-03 18:00:00,27.353259888940215,282.85614786068106,10.24178236417712,320.4511901137984,40.199682693692004,160.3285912115366,-3.5509588277726074,2,False
2024-01-03 19:00:00,12.201334095858025,336.04049928598096,4.561400088254888,352.8032334700939,61.88352421598855,209.76783072843506,-0.5509588277726074,2,False
2024-01-03 20:00:00,22.206869659734693,445.6633106688748,0.0,466.875576383961,0.0,26.30254797528516,24.449041172227393,2,False
2024-01-03 21:00:00,38.83524177993375,450.9931243140939,10.597958151718805,500.42632424574646,0.0,0.0,19.449041172227393,2,False
2024-01-03 22:00:00,62.366977962239616,436.92436299465953,0.0,496.4415506148918,131.0791383131002,94.47085156191343,13.449041172227393,2,False
2024-01-03 23:00:00,61.83911325904926,459.6391787593341,0.0,515.4184199565799,27.28058434428059,0.0,5.449041172227393,2,False
2024-01-04 00:00:00,53.53185345143373,474.7905682836485,0.0,502.1798976831005,0.0,142.656702650939,16.513900935177176,3,False
2024-01-04 01:00:00,92.65795387936724,489.580138196543,5.5389857938369556,587.7770778697471,86.37700877612113,4.505189260048127,21.513900935177176,3,False
2024-01-04 02:00:00,103.40120089075353,529.4345772958688,17.704835741006175,650.5406139276286,0.0,0.8987906926068803,9.513900935177176,3,False
2024-01-04 03:00:00,114.65926342190902,409.87417109758667,21.332679346748947,545.8661138662446,19.436839605977568,122.49753283304598,19.513900935177176,3,False
2024-01-04 04:00:00,103.00305449810966,370.42017416914456,0.0,470.62798554185326,0.0,181.00076678621926,-4.486099064822824,3,False
2024-01-04 05:00:00,119.50628988768943,306.47758768711094,0.0,420.80855117203305,0.0,40.11934038341269,17.513900935177176,3,False
2024-01-04 06:00:00,130.886523135435,252.4157946982317,0.0,335.6527492460915,0.0,100.76772599681948,22.513900935177176,3,False
2024-01-04 07:00:00,119.6836811537987,221.34138198408172,25.88883301490569,366.9138961527861,426.4757185405464,36.125930281759835,-3.486099064822824,3,False
2024-01-04 08:00:00,122.8121166231697,180.44598281363596,163.4287732352911,466.68687267209674,872.3288033327518,78.2151502816603,-0.48609906482282383,3,False
2024-01-04 09:00:00,106.6054682097383,41.626553478837806,169.12433162818976,317.3563533167659,926.6441980121242,149.59527696022903,19.513900935177176,3,False
2024-01-04 10:00:00,113.3673446702196,94.11545567839764,228.27289462074958,435.7556949693668,933.0493415647217,0.0,-1.4860990648228238,3,False
2024-01-04 11:00:00,96.59607869433354,0.0,205.7811793930597,295.0195318539601,459.69985101143516,226.75236141777413,4.513900935177176,3,False
2024-01-04 12:00:00,84.36313170684686,0.0,238.86659877733723,295.33919561332783,5.584120541935046,201.75253609919082,24.513900935177176,3,False
2024-01-04 13:00:00,61.34375752731329,86.75445708396688,226.90799389562272,375.0062085069029,0.0,0.0,3.513900935177176,3,False
2024-01-04 14:00:00,58.950730245468435,0.0,260.9441613000696,250.47011516812265,0.0,0.0,2.513900935177176,3,False
2024-01-04 15:00:00,9.125602956225201,67.64026269870317,216.57893443313392,293.3448000880623,0.0,196.33879716071513,-1.4860990648228238,3,False
2024-01-04 16:00:00,18.931278164297723,169.42976217213553,222.83626778368006,411.1973081201133,0.0,88.76181271886331,19.513900935177176,3,False
2024-01-04 17:00:00,31.821731148888063,84.72785504483022,197.164470050886,313.7140562446043,0.0,82.24050888055933,23.513900935177176,3,False
2024-01-04 18:00:00,32.57131346694331,224.33988905749234,23.793507671366328,280.704710195802,29.94452490727899,169.58720899954838,24.513900935177176,3,False
2024-01-04 19:00:00,26.8664452003877,302.38228069513264,13.653093637985219,342.90181953350555,20.474488727191712,0.0,12.513900935177176,3,False
2024-01-04 20:00:00,43.91130182982421,378.10535137691534,0.0,414.98228413325387,61.15474608271173,0.0,14.513900935177176,3,False
2024-01-04 21:00:00,36.51505370683098,347.7737692065857,25.682368115741046,409.97119102915775,28.227759613694538,0.0,1.5139009351771762,3,False
2024-01-04 22:00:00,56.89172875692444,506.71963895033656,24.996126474999794,588.6074941822608,0.0,52.6599333848892,-4.486099064822824,3,False
2024-01-04 23:00:00,73.41862761568497,461.7616735420869,0.0,517.9656498907973,19.53278767257171,174.78603933416673,-0.48609906482282383,3,False
2024-01-05 00:00:00,73.11662825749343,497.1201511193312,13.349145408588829,583.5859247854135,15.75854352980017,117.23077626593839,-0.41694675808451187,4,False
2024-01-05 01:00:00,90.87885603267642,556.4121977098908,5.762542753301275,653.0535964958686,55.8622048447629,129.69437908319074,3.583053241915488,4,False
2024-01-05 02:00:00,101.19124709211397,482.87359530350466,0.0,563.2614878198738,1.246355902958662,208.94925497700734,0.5830532419154881,4,False
2024-01-05 03:00:00,108.98241729716484,349.2136714550069,0.0,452.52650666945334,0.0,326.7274491692147,-3.416946758084512,4,False
2024-01-05 04:00:00,119.44982288644267,354.4883054726937,0.0,456.5038633580287,0.0,0.0,21.583053241915486,4,False
2024-01-05 05:00:00,136.78547722560697,330.78269894862603,18.68313838626268,486.2513145604957,11.303281206929269,295.2642135990858,4.583053241915488,4,False
2024-01-05 06:00:00,125.17451983784333,280.97066434330264,10.750586361870234,416.89577054301617,0.0,92.87600262208734,0.5830532419154881,4,False
2024-01-05 07:00:00,113.81562901047946,226.0982148988428,0.0,322.47008720198374,523.8263575076115,110.46204028492389,-1.4169467580845119,4,False
2024-01-05 08:00:00,109.0620031540049,156.667853193166,134.07904309875371,399.80889944592457,873.2847368334963,118.87023193372953,4.583053241915488,4,False
2024-01-05 09:00:00,115.71226398890464,75.20982501836095,183.26047101829928,374.18256002556484,980.001123708138,251.4079801885208,14.583053241915488,4,False
2024-01-05 10:00:00,96.61147131213511,17.837007062590665,203.58593083189137,318.03440920661717,907.1090344044576,165.41784582651218,3.583053241915488,4,False
2024-01-05 11:00:00,95.14000223710777,2.6258208594062147,246.2049770157694,343.97080011228337,480.28000834844886,36.33906127881362,0.5830532419154881,4,False
2024-01-05 12:00:00,93.56437944351197,67.00992332218505,231.2835977072069,391.8579004729039,0.0,105.84038057643862,4.583053241915488,4,False
2024-01-05 13:00:00,64.95075887610278,10.67957629902741,262.2426630461485,337.8729982212787,0.0,0.0,-1.4169467580845119,4,False
2024-01-05 14:00:00,40.53216403530339,0.0,250.9474995028595,251.8592455313413,0.0,27.42191176171918,14.583053241915488,4,False
2024-01-05 15:00:00,41.16468312095765,63.47816446168616,265.18031361671746,369.82316119936127,0.0,175.7975013995312,10.583053241915488,4,False
2024-01-05 16:00:00,19.230064863881076,39.33066149391004,264.3704038542894,322.9311302120805,0.0,76.76482948795571,8.583053241915488,4,False
2024-01-05 17:00:00,39.42193070708457,177.48012521031742,173.1396673253098,390.0417232427118,0.0,0.0,14.583053241915488,4,False
2024-01-05 18:00:00,13.355154447184336,280.09715194362843,10.235039920867074,303.68734631167985,13.789029386860534,196.24557362347886,12.583053241915488,4,False
2024-01-05 19:00:00,0.0,414.7245743912388,3.8535056398205745,411.858619472803,2.962431161729252,112.43813923610426,23.583053241915486,4,False
2024-01-05 20:00:00,29.469648988608277,365.9038194821395,4.270855393124054,399.6443238638719,0.0,0.0,18.583053241915486,4,False
2024-01-05 21:00:00,36.999305801136096,403.84234565662126,17.821071152909557,458.6627226106669,0.0,0.0,24.583053241915486,4,False
2024-01-05 22:00:00,44.319047543012154,450.39747101732985,0.0,478.16074201035633,48.73469185092177,91.11993782058904,17.583053241915486,4,False
2024-01-05 23:00:00,70.24916023890695,436.7666529421514,0.0,474.82667528851186,39.24414200963101,45.76341507640318,2.583053241915488,4,False
2024-01-06 00:00:00,78.93011908824619,48.93699640351705,14.8150900118879,142.68220550365112,15.95622479399868,44.19965547102166,8.656477601121416,5,True
2024-01-06 01:00:00,75.78954122100345,24.70421376408451,0.0,81.79260328979609,0.0,241.09382498591634,5.656477601121416,5,True
2024-01-06 02:00:00,109.76010748031862,0.0,11.792582621266753,109.2416072455188,52.27689884878083,61.41988353130663,12.656477601121416,5,True
2024-01-06 03:00:00,98.66483501753757,25.318359235466133,14.857004854071189,138.84019910707488,0.0,239.39597199918774,16.656477601121416,5,True
2024-01-06 04:00:00,119.13783103042317,27.92184630910773,0.0,120.50131349078437,64.87699740734757,97.90919895562806,12.656477601121416,5,True
2024-01-06 05:00:00,127.63180495559328,57.33761048150284,3.8356253610478857,188.805040798144,55.3165240319822,150.95680975532667,22.656477601121416,5,True
2024-01-06 06:00:00,142.56496642347633,0.9294669499281326,0.0,135.16676302883013,0.0,211.4971868837672,7.656477601121416,5,True
2024-01-06 07:00:00,133.21330136838031,0.11244277421054805,9.369018867505732,142.69476301009658,547.7556351922947,163.44664136096335,20.656477601121416,5,True
2024-01-06 08:00:00,131.0192901954367,32.36546859968894,179.70570186816386,343.0904606632895,896.3154296463036,184.4348343045501,13.656477601121416,5,True
2024-01-06 09:00:00,113.47783131870332,0.0,154.94170480460278,216.45935057967924,1062.2723921158245,79.21631030911388,14.656477601121416,5,True
2024-01-06 10:00:00,89.42970684471042,0.0,237.3611731351927,259.68725444668735,864.3512360255252,87.828705312109,1.6564776011214164,5,True
2024-01-06 11:00:00,95.40959932605678,33.901776853792995,233.4970789151742,362.808455095024,525.2277464333104,0.0,0.6564776011214164,5,True
2024-01-06 12:00:00,80.21234937952069,13.182643940588157,223.41760627862902,316.81259959873785,0.0,8.382274649212178,7.656477601121416,5,True
2024-01-06 13:00:00,75.05289184739843,0.0,255.86742152584452,288.5689089252356,0.0,0.0,6.656477601121416,5,True
2024-01-06 14:00:00,60.551583583333624,0.0,267.2658954937422,319.49858077734183,0.0,74.8130500128616,2.6564776011214164,5,True
2024-01-06 15:00:00,43.27068050361272,6.009801658535127,263.3988168239533,312.6792989861012,0.0,72.81142998038298,22.656477601121416,5,True
2024-01-06 16:00:00,27.976540267521102,0.0,250.7903392150227,265.4107531442704,0.0,20.020364940864916,-1.3435223988785836,5,True
2024-01-06 17:00:00,34.712692884400894,0.0,206.937383977484,236.17536088613045,0.0,0.0,9.656477601121416,5,True
2024-01-06 18:00:00,47.773540613814376,12.623839388390708,15.468723609074065,75.86610361127914,75.11649264445664,92.14711720853522,0.6564776011214164,5,True
2024-01-06 19:00:00,49.4146534925416,63.60862662347434,12.042173644214929,125.06545376023087,21.038946640833466,111.12419832434612,19.656477601121416,5,True
2024-01-06 20:00:00,21.453632632241533,0.0,17.268262324638755,29.185620631158276,0.0,191.94471958954767,0.6564776011214164,5,True
2024-01-06 21:00:00,36.07687274703923,0.0,7.230738385625738,0.0,0.0,42.6827199227291,0.6564776011214164,5,True
2024-01-06 22:00:00,56.122911954310105,22.64627386479162,0.0,51.20627180581826,53.90955666105018,165.2230633525872,4.656477601121416,5,True
2024-01-06 23:00:00,70.17483315971268,4.716369946906654,1.6202393647761917,76.51144247139553,25.324184223411088,165.29258852895134,4.656477601121416,5,True
2024-01-07 00:00:00,92.85680083016608,21.85759866575183,1.2946379256879856,116.0090374216059,0.0,224.27946129437643,-4.265847744427303,6,True
2024-01-07 01:00:00,91.29157003715989,0.0,22.493426749470117,99.81283311869963,88.34434263724428,339.9926598318144,13.734152255572697,6,True
2024-01-07 02:00:00,100.9950138549094,0.0,5.893999059699025,0.0,38.37977203662171,189.87585238583512,24.734152255572695,6,True
2024-01-07 03:00:00,124.52217756154143,0.0,34.94588722446381,116.8455012166261,0.0,294.2903980198022,12.734152255572697,6,True
2024-01-07 04:00:00,114.73200398221199,0.0,0.0,81.4938927311405,62.40467959547291,170.11836871092459,-3.265847744427303,6,True
2024-01-07 05:00:00,124.76909633833314,0.0,0.0,86.0094382954894,16.421289924178932,45.30055270426372,2.734152255572697,6,True
2024-01-07 06:00:00,136.69894697344748,0.0,0.0,77.24460951585229,31.208430857190443,94.05587371101697,18.734152255572695,6,True
2024-01-07 07:00:00,131.15513723463025,0.0,3.2344245323838017,67.25127581810555,484.0403758736097,229.79044736875136,20.734152255572695,6,True
2024-01-07 08:00:00,138.9029887588645,11.887523192146256,150.415375892296,301.20588784330675,874.6487743149426,0.0,-2.265847744427303,6,True
2024-01-07 09:00:00,113.50107590288646,0.0,170.22036766395826,238.93106891875257,1009.4127932589928,311.5349125569381,2.734152255572697,6,True
2024-01-07 10:00:00,124.17702546997515,0.0,174.96327936320597,298.04995374437203,890.949279322027,203.38893672809132,24.734152255572695,6,True
2024-01-07 11:00:00,86.08824832156537,0.0,207.832569102875,244.78728987106896,550.9750539666237,138.81526061474858,10.734152255572697,6,True
2024-01-07 12:00:00,69.27081096946462,10.542042917469553,230.8597033164969,310.6725572034311,59.03002309316594,0.0,10.734152255572697,6,True
2024-01-07 13:00:00,77.59116364049112,55.72306168742788,249.02162963230725,382.33585496022624,0.0,0.0,2.734152255572697,6,True
2024-01-07 14:00:00,60.28948209624375,39.58779014503636,272.2918194436024,372.16909168488246,0.0,134.95728296819502,10.734152255572697,6,True
2024-01-07 15:00:00,46.43606822580004,0.0,200.48054615539303,224.70090709454485,0.0,0.0,7.734152255572697,6,True
2024-01-07 16:00:00,26.669348670855797,9.64269295352445,218.4041182975302,254.71615992191045,0.0,25.526584024721462,21.734152255572695,6,True
2024-01-07 17:00:00,32.47783989695513,0.0,233.46818300169284,252.2238442242235,0.0,0.0,14.734152255572697,6,True
2024-01-07 18:00:00,29.90483249481111,0.0,8.915332037969923,0.0,45.41826950058278,67.29531526697917,16.734152255572695,6,True
2024-01-07 19:00:00,21.204880770945373,16.095928273823034,17.26053260077122,54.56134164553963,0.0,244.27625713049858,4.734152255572697,6,True
2024-01-07 20:00:00,43.61421192358742,0.0,41.640937132256894,68.21299976454122,40.03692999090686,0.0,-0.26584774442730286,6,True
2024-01-07 21:00:00,40.61462746889008,0.0,22.025214325346184,28.633003115511258,0.0,88.36791081191305,12.734152255572697,6,True
2024-01-07 22:00:00,57.1053475791671,0.0,0.0,0.0,0.0,114.12962136530626,14.734152255572697,6,True
2024-01-07 23:00:00,82.24127722054632,0.0,7.46781712163906,37.08750679217755,0.0,107.66310833983832,11.734152255572697,6,True
2024-01-08 00:00:00,70.11607184122974,491.0380329600368,0.0,553.8615414891211,25.022344216835513,257.12867494957584,6.816054188592862,0,False
2024-01-08 01:00:00,74.79925323102117,445.30415634918984,0.0,515.1891962844361,0.0,4.919912294574374,-0.1839458114071384,0,False
2024-01-08 02:00:00,107.41754257978566,536.4859761232254,0.0,612.4631935502986,0.0,168.4570718895963,11.816054188592862,0,False
2024-01-08 03:00:00,126.3646884243389,441.9272492879979,28.292169775224806,596.5841074875616,2.7860618140330153,185.0058058421491,4.816054188592862,0,False
2024-01-08 04:00:00,135.85170152938042,324.7560237860937,0.0,428.5318321790452,0.0,0.0,9.816054188592862,0,False
2024-01-08 05:00:00,118.96327093956124,373.3837301655739,13.212683975427957,505.55968508056316,0.0,126.25601498694964,-2.1839458114071384,0,False
2024-01-08 06:00:00,121.810503367591,201.39080312902894,5.582878282551472,328.7841847791714,0.0,0.0,15.816054188592862,0,False
2024-01-08 07:00:00,134.8689214278632,135.49885656229333,0.0,258.4624262080474,534.2473557513728,37.24539367741636,3.8160541885928616,0,False
2024-01-08 08:00:00,118.26736606429164,124.9349770166864,148.96567050153308,392.1680135825111,833.1492244194608,23.49296077598798,16.81605418859286,0,False
2024-01-08 09:00:00,111.69986008971658,59.03523125591201,163.24420467663,333.9792960222586,983.154194227417,26.657793762284143,-4.183945811407138,0,False
2024-01-08 10:00:00,93.44894570157538,38.0540355872244,204.7060308376553,336.2090121264551,755.2773040876083,71.02551220874332,1.8160541885928616,0,False
2024-01-08 11:00:00,90.93829844938728,7.4174120560646175,229.3245420265643,327.6802525320162,496.2502523161934,48.95768482530143,-0.1839458114071384,0,False
2024-01-08 12:00:00,64.01700771187865,0.0,215.1423729594821,228.94528890658145,0.0,121.92923486033291,9.816054188592862,0,False
2024-01-08 13:00:00,63.316697095269916,0.0,234.40955710909734,297.2866149634379,0.0,136.46258586235845,22.81605418859286,0,False
2024-01-08 14:00:00,59.36517452922575,7.594213337591434,266.3388802965781,333.2982681633953,0.0,88.29811430699617,-3.1839458114071384,0,False
2024-01-08 15:00:00,40.51281412970536,68.32679999552609,249.29357255628216,358.1331866815136,0.0,0.0,19.81605418859286,0,False
2024-01-08 16:00:00,40.91301626407565,126.90793886232782,180.24542588690247,348.06638101330594,0.0,76.87672627077549,14.816054188592862,0,False
2024-01-08 17:00:00,30.46561752630053,275.9180920304518,234.9632117403251,541.3469212970774,0.0,181.6022098776889,16.81605418859286,0,False
2024-01-08 18:00:00,26.757255256729902,330.53552644243274,0.0,331.46494851306073,0.0,282.63916077058127,-2.1839458114071384,0,False
2024-01-08 19:00:00,20.6637303881132,313.1003074249496,0.0,297.51110237303016,94.82992694755718,22.60968219747617,-4.183945811407138,0,False
2024-01-08 20:00:00,31.860984515012827,354.22184046276067,15.081074955586313,401.1638999333598,0.0,42.71359743220946,8.816054188592862,0,False
2024-01-08 21:00:00,36.06154669983869,335.2524820521394,0.0,369.9162272987729,66.0531363717957,321.33655727347383,10.816054188592862,0,False
2024-01-08 22:00:00,48.89198443725344,466.0759446187002,18.650426573499768,533.6183556294534,20.400491669016183,110.69705672631653,13.816054188592862,0,False
2024-01-08 23:00:00,45.748358054086935,437.6673012508229,0.0,476.89048081537504,80.81281520691248,47.28885178140045,17.81605418859286,0,False
2024-01-09 00:00:00,56.268070374238185,497.15852221808456,0.0,550.5337172321623,0.0,0.0,22.902159130871567,1,False
2024-01-09 01:00:00,110.27848575146453,443.7431334359996,7.482854614816661,561.5044738022808,0.0,154.5016322103486,0.9021591308715688,1,False
2024-01-09 02:00:00,90.26097411528148,486.888017812359,49.989002619265506,627.137994546906,0.0,215.7952817481431,6.902159130871569,1,False
2024-01-09 03:00:00,119.49894482048053,447.85284057026803,16.642150840944364,583.9939362316929,81.25229690213115,209.63957314019586,14.902159130871569,1,False
2024-01-09 04:00:00,119.33461825277385,335.0603052908396,0.0,448.6894900390138,4.093270948494595,115.99473211553106,4.902159130871569,1,False
2024-01-09 05:00:00,123.35843415819807,344.76478697163657,0.0,465.41045437942444,0.0,72.39167199984809,6.902159130871569,1,False
2024-01-09 06:00:00,116.16506423732002,197.66249010225212,33.12870104581579,346.9562553853879,15.328859862474436,140.82020447693682,23.902159130871567,1,False
2024-01-09 07:00:00,122.96396293806299,127.91816466835893,0.0,240.6436649568373,476.9933794990494,240.5523131422448,13.902159130871569,1,False
